Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,league
外崎　修汰,Lions,2700,内野手,4,177,78,O型,右,右,青森,1992-12-20,5,0.281,111,473,417,117,18,65,24,46,3,94,6,9,0.355,0.468,0.823,5.83,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
源田　壮亮,Lions,4100,内野手,2,179,73,O型,右,左,大分,1993-02-16,6,0.269,111,520,461,124,1,42,30,38,3,76,13,7,0.325,0.364,0.69,4.4,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松井　稼頭央,Lions,4e3,外野手,18,177,85,O型,右,両,大阪,1975-10-23,7,0.154,21,28,26,4,0,2,1,2,0,6,0,1,0.214,0.154,0.368,0.34,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
金子　侑司,Lions,5e3,外野手,6,179,77,B型,右,両,京都,1990-04-24,8,0.2,82,248,220,44,1,29,22,21,1,39,4,4,0.27,0.25,0.52,2.29,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
木村　文紀,Lions,1860,外野手,12,183,88,O型,右,右,東京,1988-09-13,9,0.233,54,86,73,17,2,8,4,8,1,22,4,0,0.317,0.397,0.714,4.09,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
森　友哉,Lions,4e3,捕手,5,170,80,A型,右,左,大阪,1995-08-08,10,0.296,104,425,368,109,14,68,5,50,1,79,0,3,0.376,0.503,0.879,7.13,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
今井　達也,Lions,1300,投手,2,180,70,A型,右,右,栃木,1998-05-09,11,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,3,3,0,0,0.5,211,49,46,7,18,4,42,31,29,1.31,4.61,P
ワグナー,Lions,9120,投手,1,183,98,不明,右,右,アメリカ,1984-01-01,12,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,2,1,1,9,0.667,147,32,29,3,23,2,24,21,15,1.63,5.18,P
増田　達至,Lions,11500,投手,6,180,88,AB型,右,右,兵庫,1988-04-23,14,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,0,4,11,2,0,132,27.2,40,3,7,1,14,19,18,1.7,4.17,P
大石　達也,Lions,1400,投手,8,185,92,A型,右,左,福岡,1988-10-10,15,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,2,1,43,9,12,2,4,1,7,8,7,1.78,6.12,P
菊池　雄星,Lions,24e3,投手,9,184,100,O型,左,左,岩手,1991-06-17,16,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,9,4,0,0,0.692,514,127.2,97,15,36,3,119,47,46,1.04,3.68,P
髙橋　光成,Lions,2150,投手,4,190,90,B型,右,右,群馬,1997-02-03,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,0,0.5,55,12,13,2,6,1,7,8,8,1.58,5.87,P
多和田　真三郎,Lions,2600,投手,3,182,82,B型,右,右,沖縄,1993-04-13,18,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,12,5,0,0,0.706,553,132.1,127,10,35,10,83,68,64,1.22,3.87,P
齊藤　大将,Lions,1500,投手,1,178,75,A型,左,左,東京,1995-06-03,19,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,1,1,0,1,0.5,48,11.1,9,1,6,1,9,3,3,1.32,4.53,P
高木　勇人,Lions,3700,投手,4,178,90,A型,右,右,三重,1989-07-13,20,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69,1,2,0,0,0.333,96,19.2,25,2,11,2,10,22,19,1.83,5.41,P
十亀　剣,Lions,6e3,投手,7,183,88,O型,右,右,愛知,1987-11-07,21,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,5,8,0,0,0.385,475,111,100,14,48,5,74,54,50,1.33,4.86,P
中塚　駿太,Lions,1200,投手,2,191,103,B型,右,右,茨城,1994-12-26,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,13,2,3,0,4,0,4,4,4,3.5,5.12,P
野田　昇吾,Lions,1700,投手,3,167,71,A型,左,左,福岡,1993-06-27,23,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,1,1,1,14,0.5,130,29.2,25,3,19,3,29,10,9,1.48,4.7,P
平井　克典,Lions,1600,投手,2,180,84,A型,右,右,愛知,1991-12-20,25,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,3,1,0,13,0.75,172,43,30,8,15,2,45,15,15,1.05,4.63,P
川越　誠司,Lions,960,投手,3,174,85,A型,左,左,北海道,1993-06-30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
炭谷　銀仁朗,Lions,11e3,捕手,13,181,95,O型,右,右,京都,1987-07-19,27,0.248,37,110,105,26,0,7,0,2,0,25,3,3,0.262,0.314,0.576,2.34,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
藤原　良平,Lions,850,投手,11,183,78,A型,右,右,兵庫,1986-02-15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小石　博孝,Lions,1230,投手,7,178,85,A型,左,左,大分,1987-04-13,29,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,1,0,0,0,1,110,25.1,22,3,15,4,10,10,10,1.46,6.12,P
榎田　大樹,Lions,2700,投手,8,181,89,AB型,左,左,鹿児島,1986-08-07,30,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,9,2,0,0,0.818,401,94,90,9,30,10,73,37,33,1.28,4.09,P
與座　海人,Lions,700,投手,1,173,74,O型,右,右,沖縄,1995-09-15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
永江　恭平,Lions,1200,内野手,7,174,80,B型,右,左,佐賀,1993-05-07,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山川　穂高,Lions,3200,内野手,5,176,108,A型,右,右,沖縄,1991-11-23,33,0.274,111,500,423,116,36,95,0,63,12,108,0,4,0.382,0.579,0.961,8.04,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
佐野　泰雄,Lions,1500,投手,4,177,83,B型,左,左,タイ,1993-01-18,34,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38,0,1,0,0,0,47,9.2,15,3,5,2,3,9,9,2.07,8.71,P
伊藤　翔,Lions,600,投手,1,177,72,A型,右,右,千葉,1999-02-10,36,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,0,0,0,0,0,56,12.2,16,1,1,0,4,8,4,1.34,3.75,P
岡田　雅利,Lions,2350,捕手,5,173,80,B型,右,右,奈良,1989-06-30,37,0.295,40,90,78,23,3,6,0,5,1,15,6,1,0.345,0.449,0.794,5.05,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
玉村　祐典,Lions,510,投手,4,181,80,A型,右,右,福井,1995-11-04,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
呉　念庭,Lions,750,内野手,3,178,75,AB型,右,左,台湾,1993-06-07,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田村　伊知郎,Lions,750,投手,2,173,80,B型,右,左,兵庫,1994-09-19,40,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,0,0,0,0,0,21,5,6,1,0,0,3,2,2,1.2,4.52,P
相内　誠,Lions,550,投手,6,185,80,B型,右,右,千葉,1994-07-23,41,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09,0,1,0,0,0,46,11,7,1,6,1,7,5,5,1.18,4.94,P
マーティン,Lions,3300,投手,1,200,104,不明,右,右,アメリカ,1991-01-18,42,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,1,0,0,4,1,32,7.1,4,1,5,2,8,1,1,1.23,5.57,P
髙橋　朋己,Lions,3550,投手,6,174,90,B型,左,左,静岡,1988-11-16,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,1,0,1,0,0,2,2,NA,NA,P
小川　龍也,Lions,1200,投手,9,182,80,A型,左,左,千葉,1991-09-03,44,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,1.1,1,0,0,0,0,0,0,0.75,3.12,P
本田　圭佑,Lions,700,投手,3,179,80,A型,右,右,宮城,1993-04-24,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.14,0,0,0,0,0,15,2.1,7,2,1,0,0,6,6,3.43,15.55,P
鈴木　将平,Lions,600,外野手,2,175,75,O型,左,左,静岡,1998-05-20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
カスティーヨ,Lions,10260,投手,1,185,107,不明,右,右,ドミニカ共和国,1989-02-19,47,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,7,4,3,1,0.636,330,74.1,60,5,45,6,51,38,37,1.41,4.64,P
武隈　祥太,Lions,7e3,投手,11,180,86,A型,左,左,北海道,1989-11-24,48,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,1,2,0,8,0.333,121,26.1,30,4,15,3,19,18,17,1.71,5.59,P
豊田　拓矢,Lions,770,投手,5,176,85,O型,右,右,埼玉,1987-03-28,49,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,0,0,0,0,7,1.1,2,0,1,0,0,2,2,2.25,5.37,P
福倉　健太郎,Lions,690,投手,5,176,80,O型,右,右,鹿児島,1991-08-03,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西川　愛也,Lions,700,内野手,1,180,78,A型,右,左,大阪,1999-06-10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山田　遥楓,Lions,550,内野手,4,179,84,A型,右,右,佐賀,1996-09-30,52,0,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,-2.81,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
愛斗,Lions,650,外野手,3,177,87,O型,右,右,大阪,1997-04-06,53,0,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,-2.77,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ウルフ,Lions,12e3,投手,9,191,104,不明,右,右,アメリカ,1980-11-29,54,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,4,3,0,0,0.571,259,59.2,78,9,14,1,35,37,31,1.54,4.66,P
秋山　翔吾,Lions,22e3,外野手,8,184,85,A型,右,左,神奈川,1988-04-16,55,0.322,111,528,463,149,18,61,10,60,4,78,0,2,0.403,0.536,0.939,8.16,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
金子　一輝,Lions,550,内野手,5,182,75,B型,右,右,神奈川,1995-05-29,56,0.357,6,14,14,5,1,2,0,0,0,3,0,1,0.357,0.643,1,5.37,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
國場　翼,Lions,550,投手,3,181,83,O型,右,左,沖縄,1993-12-05,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
熊代　聖人,Lions,1e3,外野手,8,175,75,O型,右,右,愛媛,1989-04-18,58,0,18,5,5,0,0,0,1,0,0,2,0,0,0,0,0,-1.86,-1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
南川　忠亮,Lions,860,投手,3,180,87,A型,右,右,香川,1992-01-13,59,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.43,0,0,0,0,0,27,4.2,12,2,3,0,6,9,8,3.21,8.05,P
中村　剛也,Lions,28e3,内野手,17,175,102,O型,右,右,大阪,1983-08-15,60,0.23,68,271,243,56,22,46,0,26,1,83,0,6,0.306,0.531,0.837,5.36,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
平良　海馬,Lions,600,投手,1,173,84,O型,右,左,沖縄,1999-11-15,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
駒月　仁人,Lions,510,捕手,7,176,93,O型,右,右,京都,1993-04-21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
綱島　龍生,Lions,500,内野手,1,178,72,A型,右,左,新潟,2000-01-21,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
中田　祥多,Lions,580,捕手,11,182,90,A型,右,右,兵庫,1990-02-22,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
斉藤　彰吾,Lions,1200,外野手,11,179,80,B型,左,左,埼玉,1989-05-14,65,0.292,44,84,72,21,1,6,4,5,4,21,3,1,0.37,0.403,0.773,5.55,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松本　直晃,Lions,500,投手,3,179,84,O型,右,右,兵庫,1990-11-14,66,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,0,111,24,29,3,10,1,16,16,16,1.63,4.79,P
藤田　航生,Lions,500,投手,3,173,75,O型,左,左,青森,1997-12-11,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
ヒース,Lions,1925,投手,3,193,112,不明,右,右,アメリカ,1985-08-28,68,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,3,0,6,8,1,104,26.2,16,2,6,2,36,5,5,0.83,2.3,P
郭　俊麟,Lions,2e3,投手,4,175,73,不明,右,右,台湾,1992-02-02,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
戸川　大輔,Lions,500,外野手,4,188,90,B型,右,左,北海道,1996-04-29,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
藤澤　亨明,Lions,500,捕手,7,180,83,B型,右,左,長野,1989-11-11,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
坂田　遼,Lions,1200,外野手,10,178,90,A型,右,左,神奈川,1986-10-02,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
メヒア,Lions,5e4,内野手,5,198,118,不明,右,右,ベネズエラ,1985-12-02,99,0.217,61,184,166,36,9,18,0,14,3,48,0,3,0.288,0.416,0.704,3.99,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
高木　渉,Lions,300,外野手,1,180,77,B型,右,左,福岡,1999-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
齊藤　誠人,Lions,300,捕手,1,180,89,A型,右,左,北海道,1995-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
島井　寛仁,Eagles,650,外野手,6,174,70,A型,右,両,沖縄,1990-06-19,0,0,47,9,9,0,0,0,5,0,0,4,0,1,0,0,0,-3.25,-2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松井　裕樹,Eagles,14e3,投手,5,174,74,A型,左,左,神奈川,1995-10-30,1,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,4,6,2,11,0.4,203,46.2,38,3,25,2,60,23,23,1.35,2.99,P
吉持　亮汰,Eagles,1200,内野手,3,175,68,AB型,右,右,大阪,1993-11-04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
岡島　豪郎,Eagles,4400,外野手,7,176,82,B型,右,左,群馬,1989-09-07,4,0.191,89,216,194,37,3,13,1,19,0,46,3,4,0.263,0.294,0.557,2.26,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
茂木　栄五郎,Eagles,6400,内野手,3,171,75,O型,右,左,東京,1994-02-14,5,0.247,100,413,361,89,7,24,12,42,2,83,7,3,0.328,0.349,0.677,4.22,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
藤田　一也,Eagles,11e3,内野手,14,175,75,O型,右,左,徳島,1982-07-03,6,0.253,83,269,229,58,3,14,0,18,4,15,17,3,0.317,0.341,0.658,3.51,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
今江　年晶,Eagles,2e4,内野手,17,180,89,B型,右,右,京都,1983-08-26,8,0.271,102,395,358,97,9,44,0,26,7,69,0,16,0.329,0.391,0.72,4.02,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
オコエ　瑠偉,Eagles,1400,外野手,3,185,90,O型,右,右,東京,1997-07-21,9,0.17,28,52,47,8,1,3,0,2,1,13,2,1,0.22,0.34,0.56,2.03,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
岸　孝之,Eagles,3e4,投手,12,180,77,A型,右,右,宮城,1984-12-04,11,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,9,3,0,0,0.75,526,135,103,18,23,6,131,40,37,0.93,3.49,P
近藤　弘樹,Eagles,1500,投手,1,186,96,B型,右,右,広島,1995-06-27,12,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,0,2,0,0,0,110,26,25,3,8,1,12,15,15,1.27,4.62,P
岩見　雅紀,Eagles,1200,外野手,1,187,108,A型,右,右,滋賀,1994-07-10,13,0,7,14,14,0,0,0,0,0,0,8,0,1,0,0,0,-3.23,-3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
則本　昂大,Eagles,25e3,投手,6,178,82,A型,右,左,滋賀,1990-12-17,14,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,6,9,0,0,0.4,580,138.1,131,14,38,2,141,62,60,1.22,3.22,P
美馬　学,Eagles,8e3,投手,8,169,75,O型,右,左,茨城,1986-09-19,15,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,2,6,0,0,0.25,340,79,88,12,23,3,41,42,40,1.41,4.97,P
森　雄大,Eagles,800,投手,6,184,74,AB型,左,左,福岡,1994-08-19,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,0,0,0,0,0,41,9.1,9,1,8,0,4,3,3,1.82,6.23,P
塩見　貴洋,Eagles,3800,投手,8,182,77,A型,左,左,大阪,1988-09-06,17,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,2,2,0,0,0.5,255,63.1,64,8,6,2,52,26,23,1.11,3.5,P
藤平　尚真,Eagles,1800,投手,2,185,85,O型,右,右,千葉,1998-09-21,19,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,3,4,0,0,0.429,224,48.1,43,6,33,3,46,26,23,1.57,5,P
安樂　智大,Eagles,2e3,投手,4,186,87,A型,右,左,愛媛,1996-11-04,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
釜田　佳直,Eagles,2300,投手,7,177,77,A型,右,右,石川,1993-10-26,21,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,0,0,0,1,0,67,12.2,14,1,14,2,9,12,12,2.21,6.04,P
戸村　健次,Eagles,2e3,投手,9,185,76,B型,右,右,埼玉,1987-10-20,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,7,1,3,1,1,0,0,2,2,4,19.12,P
聖澤　諒,Eagles,3750,外野手,11,179,72,B型,右,左,長野,1985-11-03,23,0.194,26,69,62,12,0,2,1,4,1,18,2,1,0.254,0.21,0.463,1.51,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
三好　匠,Eagles,1e3,内野手,7,174,75,A型,右,右,福岡,1993-06-07,24,0.106,68,53,47,5,0,0,0,3,0,15,3,2,0.16,0.149,0.309,-0.65,-0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田中　和基,Eagles,1300,外野手,2,181,75,A型,右,両,福岡,1994-08-08,25,0.292,74,323,295,86,14,34,19,23,0,69,4,2,0.342,0.461,0.803,5.99,5.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
渡辺　直人,Eagles,1500,内野手,12,173,73,AB型,右,右,茨城,1980-10-15,26,0.207,62,101,87,18,1,10,0,10,2,16,2,1,0.303,0.345,0.648,3.61,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小野　郁,Eagles,500,投手,4,175,67,AB型,右,右,福岡,1996-10-23,28,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,38,9,9,1,3,2,8,4,4,1.33,4.45,P
山下　斐紹,Eagles,1060,捕手,8,179,93,A型,右,左,北海道,1992-11-16,29,0.224,28,55,49,11,1,6,0,4,0,12,0,2,0.273,0.306,0.579,2.4,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
池田　隆英,Eagles,1200,投手,2,181,85,B型,右,右,佐賀,1994-10-01,30,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,1,5,0,4,0.167,206,42.2,60,4,21,0,24,33,28,1.9,4.55,P
枡田　慎太郎,Eagles,1900,外野手,13,178,80,AB型,右,左,京都,1987-07-08,32,0.208,30,61,53,11,3,13,0,6,1,10,0,2,0.295,0.453,0.748,4.16,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
